filename,baseline_psnr,depth_psnr,diff
0285_0.85_0.2.jpg,17.69627,20.99651,3.3002396
0286_0.8_0.08.jpg,21.852695,18.212564,-3.640131
0287_0.8_0.2.jpg,16.8989,19.452244,2.5533447
0287_0.95_0.08.jpg,23.263725,21.585796,-1.6779289
0288_0.95_0.2.jpg,13.972507,16.958817,2.986309
0290_0.85_0.08.jpg,23.897755,23.142246,-0.7555084
0291_0.95_0.12.jpg,23.102764,24.773485,1.670721
0292_1_0.16.jpg,18.478504,23.443466,4.964962
0294_1_0.2.jpg,15.177083,18.03054,2.8534575
0295_0.85_0.08.jpg,21.396713,18.761366,-2.6353474
0296_0.95_0.12.jpg,18.99574,20.656912,1.661171
0297_0.95_0.08.jpg,20.078943,18.182013,-1.8969307
0298_1_0.12.jpg,22.792088,21.795582,-0.99650574
0299_0.9_0.08.jpg,23.486383,20.427217,-3.059166
0300_1_0.2.jpg,17.70316,22.74703,5.043871
0302_0.9_0.16.jpg,16.559841,18.71866,2.1588192
0303_0.9_0.12.jpg,23.427364,19.741156,-3.6862087
0304_0.9_0.08.jpg,23.667374,23.877098,0.20972443
0305_0.9_0.2.jpg,15.40372,19.6183,4.2145796
0306_0.8_0.16.jpg,19.267601,19.20924,-0.058361053
0307_0.8_0.12.jpg,21.882572,22.35937,0.4767971
0308_1_0.16.jpg,17.262386,21.022106,3.7597198
0309_1_0.08.jpg,24.698864,22.197245,-2.5016193
0311_0.8_0.16.jpg,18.924234,19.359283,0.43504906
0312_0.8_0.12.jpg,22.552507,19.912035,-2.6404724
0313_0.8_0.2.jpg,19.47944,21.61998,2.1405392
0314_0.9_0.12.jpg,18.810308,20.788937,1.9786282
0315_0.85_0.16.jpg,21.1931,21.695889,0.50278854
0316_0.85_0.12.jpg,21.532375,21.176262,-0.35611343
0317_0.85_0.08.jpg,23.146038,21.140759,-2.0052795
0318_0.85_0.2.jpg,16.647036,20.909077,4.262041
0319_0.9_0.16.jpg,18.962763,20.280823,1.3180599
0320_0.9_0.08.jpg,22.337132,19.205053,-3.1320782
0320_1_0.16.jpg,15.658399,18.312325,2.653926
0321_1_0.12.jpg,17.0644,19.123547,2.059147
0323_0.8_0.16.jpg,20.984497,19.836023,-1.1484737
0324_0.8_0.12.jpg,20.761377,19.824749,-0.93662834
0325_0.9_0.16.jpg,25.010887,22.913486,-2.0974007
0326_0.9_0.12.jpg,22.311153,22.783226,0.4720726
0327_1_0.08.jpg,23.558601,25.635166,2.0765648
0329_0.8_0.12.jpg,19.411762,21.277544,1.8657818
0330_0.8_0.08.jpg,21.976742,18.131277,-3.8454647
0330_0.95_0.12.jpg,20.673546,21.321297,0.64775085
0331_0.95_0.12.jpg,19.463228,21.215315,1.7520866
0332_0.95_0.08.jpg,21.82751,20.461433,-1.3660774
0333_0.95_0.2.jpg,13.729268,14.2892685,0.5600004
0334_1_0.08.jpg,19.77098,20.805243,1.0342617
0335_1_0.2.jpg,15.522742,19.12588,3.603137
0337_0.8_0.08.jpg,21.611073,18.602837,-3.008236
0338_0.9_0.12.jpg,24.9324,23.52689,-1.40551
0340_0.85_0.08.jpg,22.87678,18.416763,-4.4600163
0341_0.85_0.2.jpg,18.365265,18.29259,-0.072675705
0342_0.95_0.08.jpg,21.67432,20.431011,-1.243309
0343_0.95_0.2.jpg,15.714997,18.580486,2.865489
0344_0.85_0.16.jpg,23.000576,22.630655,-0.36992073
0345_0.85_0.12.jpg,21.405355,19.942276,-1.4630795
0346_0.95_0.16.jpg,22.346277,22.510914,0.16463661
0348_0.8_0.2.jpg,17.754456,20.85077,3.0963154
0349_0.9_0.08.jpg,24.160969,20.238287,-3.9226818
